# Wordlist

# DATA
ID	COGNACY	CONCEPT	COUNTERPART	IPA	DOCULECT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	EDITID	INFERRED_CLASS
1583	87	pṛṣṭhá	mīhegge	mīhegge	Dhivehi	m ī h e gg e	4 7 3 7 1 7	AXBYBZ	MIHEKE	4	4.M.C 4.I.V 4.H.C 4.E.V 4.K.C 4.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1790	pṛṣṭhá:1790
1584	87	pṛṣṭhá	dumo	ˈdumo	Romani	ˈd u m o	1 7 4 7	AXBZ	TYMU	14	14.T.C 14.Y.V 14.M.C 14.U.V	2.0 1.5 1.75 0.8	0	1800	pṛṣṭhá:1800
#
1135	63	rakta,	rakta,	ɾəkt	Sanskrit	ɾ ə k t	5 7 1 1	AXLN	REKT	15	15.R.C 15.E.V 15.K.c 15.T.c	2.0 1.5 1.1 0.8	0	1802	rakta,:1802
1136	63	rakta,	lohita	None	Pali	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	1803	rakta,:1803
1137	63	rakta,	xūn	kʰuːn	Hindi	kʰ uː n	1 7 4	AXN	KYN	6	6.K.C 6.Y.V 6.N.c	2.0 1.5 0.8	0	1803	rakta,:1803
1138	63	rakta,	xūn	xuːn	Urdu	x uː n	3 7 4	AXN	GYN	18	18.G.C 18.Y.V 18.N.c	2.0 1.5 0.8	0	1803	rakta,:1803
1139	63	rakta,	ragat	ragat	Nepali	r a g a t	5 7 1 7 1	AXBYN	RAKAT	10	10.R.C 10.A.V 10.K.C 10.A.V 10.T.c	2.0 1.5 1.75 1.3 0.8	0	1808	rakta,:1808
1140	63	rakta,	ख़ūn	kʰuːn	Bhojpuri	kʰ uː n	1 7 4	AXN	KYN	3	3.K.C 3.Y.V 3.N.c	2.0 1.5 0.8	0	1803	rakta,:1803
1141	63	rakta,	xūn,	ɛksūɛn	Punjabi	ɛ k s ūɛ n	7 1 3 7 4	XBCYN	EKSYN	13	13.E.V 13.K.C 13.S.C 13.Y.V 13.N.c	1.5 1.75 1.5 1.3 0.8	0	1813	rakta,:1813
1142	63	rakta,	ratu	ɾʊtːᵊ	Sindhi	ɾ ʊ tːᵊ	5 7 1	AXN	RYT	16	16.R.C 16.Y.V 16.T.c	2.0 1.5 0.8	0	1816	rakta,:1816
1143	63	rakta,	lohī	lohi:	Gujarati	l o h i:	5 7 3 7	AXBZ	LUHI	5	5.L.C 5.U.V 5.H.C 5.I.V	2.0 1.5 1.75 0.8	0	1805	rakta,:1805
1144	63	rakta,	rakta	ɾəkt	Marathi	ɾ ə k t	5 7 1 1	AXLN	REKT	9	9.R.C 9.E.V 9.K.c 9.T.c	2.0 1.5 1.1 0.8	0	1802	rakta,:1802
1145	63	rakta,	ragat	ragat	Konkani	r a g a t	5 7 1 7 1	AXBYN	RAKAT	8	8.R.C 8.A.V 8.K.C 8.A.V 8.T.c	2.0 1.5 1.75 1.3 0.8	0	1808	rakta,:1808
1146	63	rakta,	tez	tez	Assamese	t e z	1 7 3	AXN	TES	1	1.T.C 1.E.V 1.S.c	2.0 1.5 0.8	0	1801	rakta,:1801
1147	63	rakta,	rôkt	rɔkto	Bengali	r ɔ k t o	5 7 1 1 7	AXMBZ	RUKTU	2	2.R.C 2.U.V 2.K.c 2.T.C 2.U.V	2.0 1.5 1.1 1.75 0.8	0	1802	rakta,:1802
1148	63	rakta,	rôktô,	ɾɔktɔ	Oriya	ɾ ɔ k t ɔ	5 7 1 1 7	AXMBZ	RUKTU	11	11.R.C 11.U.V 11.K.c 11.T.C 11.U.V	2.0 1.5 1.1 1.75 0.8	0	1802	rakta,:1802
1149	63	rakta,	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	1803	rakta,:1803
1150	63	rakta,	lē	leː	Sinhalese	l eː	5 7	AX	LE	17	17.L.C 17.E.V	2.0 1.5	0	1805	rakta,:1805
1151	63	rakta,	lē	leː	Dhivehi	l eː	5 7	AX	LE	4	4.L.C 4.E.V	2.0 1.5	0	1805	rakta,:1805
1152	63	rakta,	rat	ɹæt	Romani	ɹ æ t	5 7 1	AXN	RET	14	14.R.C 14.E.V 14.T.c	2.0 1.5 0.8	0	1814	rakta,:1814
3079	171	rakta,	rakta,	ɾəkt	Sanskrit	ɾ ə k t	5 7 1 1	AXLN	REKT	15	15.R.C 15.E.V 15.K.c 15.T.c	2.0 1.5 1.1 0.8	1	1802	rakta,:1802
3080	171	rakta,	lohita	loʱita	Pali	l oʱi t a	5 7 1 7	AXBZ	LUTA	12	12.L.C 12.U.V 12.T.C 12.A.V	2.0 1.5 1.75 0.8	0	1805	rakta,:1805
3081	171	rakta,	lāl	lɑːl	Hindi	l ɑː l	5 7 5	AXN	LAL	6	6.L.C 6.A.V 6.L.c	2.0 1.5 0.8	0	1805	rakta,:1805
3082	171	rakta,	surx,	suɾx	Urdu	s u ɾ x	3 7 5 3	AXLN	SYRG	18	18.S.C 18.Y.V 18.R.c 18.G.c	2.0 1.5 1.1 0.8	0	1836	rakta,:1836
3083	171	rakta,	rāto	räto	Nepali	r ä t o	5 7 1 7	AXBZ	RATU	10	10.R.C 10.A.V 10.T.C 10.U.V	2.0 1.5 1.75 0.8	0	1808	rakta,:1808
3084	171	rakta,	lāl	lɑːl	Bhojpuri	l ɑː l	5 7 5	AXN	LAL	3	3.L.C 3.A.V 3.L.c	2.0 1.5 0.8	0	1805	rakta,:1805
3085	171	rakta,	lāl	lɑːl	Punjabi	l ɑː l	5 7 5	AXN	LAL	13	13.L.C 13.A.V 13.L.c	2.0 1.5 0.8	0	1805	rakta,:1805
3086	171	rakta,	gāṛho	gɑːɽʱo	Sindhi	g ɑː ɽʱ o	1 7 5 7	AXBZ	KARU	16	16.K.C 16.A.V 16.R.C 16.U.V	2.0 1.5 1.75 0.8	0	1834	rakta,:1834
3087	171	rakta,	lāl	lɑːl	Gujarati	l ɑː l	5 7 5	AXN	LAL	5	5.L.C 5.A.V 5.L.c	2.0 1.5 0.8	0	1805	rakta,:1805
3088	171	rakta,	lāl	lɑːl	Marathi	l ɑː l	5 7 5	AXN	LAL	9	9.L.C 9.A.V 9.L.c	2.0 1.5 0.8	0	1805	rakta,:1805
3089	171	rakta,	lāl	lɑːl	Konkani	l ɑː l	5 7 5	AXN	LAL	8	8.L.C 8.A.V 8.L.c	2.0 1.5 0.8	0	1805	rakta,:1805
3090	171	rakta,	roṅa	ɹɔŋa	Assamese	ɹ ɔ ŋ a	5 7 4 7	AXBZ	RUNA	1	1.R.C 1.U.V 1.N.C 1.A.V	2.0 1.5 1.75 0.8	0	1814	rakta,:1814
3091	171	rakta,	lal	lal	Bengali	l a l	5 7 5	AXN	LAL	2	2.L.C 2.A.V 2.L.c	2.0 1.5 0.8	0	1805	rakta,:1805
3092	171	rakta,	lalô,	lalɔ	Oriya	l a l ɔ	5 7 5 7	AXBZ	LALU	11	11.L.C 11.A.V 11.L.C 11.U.V	2.0 1.5 1.75 0.8	0	1805	rakta,:1805
3093	171	rakta,	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	1803	rakta,:1803
3094	171	rakta,	ratu	ratu	Sinhalese	r a t u	5 7 1 7	AXBZ	RATY	17	17.R.C 17.A.V 17.T.C 17.Y.V	2.0 1.5 1.75 0.8	0	1808	rakta,:1808
3095	171	rakta,	rat̊	rat̊	Dhivehi	r a t̊	5 7 1	AXN	RAT	4	4.R.C 4.A.V 4.T.c	2.0 1.5 0.8	0	1808	rakta,:1808
3096	171	rakta,	lolo	lolo	Romani	l o l o	5 7 5 7	AXBZ	LULU	14	14.L.C 14.U.V 14.L.C 14.U.V	2.0 1.5 1.75 0.8	0	1805	rakta,:1805
#
2827	157	reṇú	reṇú	ɾɐjɳú	Sanskrit	ɾ ɐ j ɳ ú	5 7 6 4 7	AXMBZ	REJNY	15	15.R.C 15.E.V 15.J.c 15.N.C 15.Y.V	2.0 1.5 1.1 1.75 0.8	0	1851	reṇú:1851
2828	157	reṇú	reṇu	None	Pali	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	1843	reṇú:1843
2829	157	reṇú	dhūl	dʱuːl	Hindi	dʱ uː l	1 7 5	AXN	TYL	6	6.T.C 6.Y.V 6.L.c	2.0 1.5 0.8	0	1841	reṇú:1841
2830	157	reṇú	dhūl	dʱuːl	Urdu	dʱ uː l	1 7 5	AXN	TYL	18	18.T.C 18.Y.V 18.L.c	2.0 1.5 0.8	0	1841	reṇú:1841
2831	157	reṇú	dhulo	dʱṳlo	Nepali	dʱ ṳ l o	1 7 5 7	AXBZ	TYLU	10	10.T.C 10.Y.V 10.L.C 10.U.V	2.0 1.5 1.75 0.8	0	1841	reṇú:1841
2832	157	reṇú	gardā	gardɑː	Bhojpuri	g a r d ɑː	1 7 5 1 7	AXMBZ	KARTA	3	3.K.C 3.A.V 3.R.c 3.T.C 3.A.V	2.0 1.5 1.1 1.75 0.8	0	1839	reṇú:1839
2833	157	reṇú	dhūṛ	dʱu:ṛ	Punjabi	dʱ u: ṛ	1 7 5	AXN	TYR	13	13.T.C 13.Y.V 13.R.c	2.0 1.5 0.8	0	1841	reṇú:1841
2834	157	reṇú	miṭī	miti:	Sindhi	m i t i:	4 7 1 7	AXBZ	MITI	16	16.M.C 16.I.V 16.T.C 16.I.V	2.0 1.5 1.75 0.8	0	1844	reṇú:1844
2835	157	reṇú	dhūḷ	ˈdʱuɭ	Gujarati	ˈdʱ u ɭ	1 7 5	AXN	TYL	5	5.T.C 5.Y.V 5.L.c	2.0 1.5 0.8	0	1841	reṇú:1841
2836	157	reṇú	dhūḷ	dʱuɭ	Marathi	dʱ u ɭ	1 7 5	AXN	TYL	9	9.T.C 9.Y.V 9.L.c	2.0 1.5 0.8	0	1841	reṇú:1841
2837	157	reṇú	piṭho	pitʱɔ	Konkani	p i tʱ ɔ	1 7 1 7	AXBZ	PITU	8	8.P.C 8.I.V 8.T.C 8.U.V	2.0 1.5 1.75 0.8	0	1844	reṇú:1844
2838	157	reṇú	dhuli	dʱuli	Assamese	dʱ u l i	1 7 5 7	AXBZ	TYLI	1	1.T.C 1.Y.V 1.L.C 1.I.V	2.0 1.5 1.75 0.8	0	1841	reṇú:1841
2839	157	reṇú	dhulo	dʱulɔ	Bengali	dʱ u l ɔ	1 7 5 7	AXBZ	TYLU	2	2.T.C 2.Y.V 2.L.C 2.U.V	2.0 1.5 1.75 0.8	0	1841	reṇú:1841
2840	157	reṇú	dhuḷi	dʱuli	Oriya	dʱ u l i	1 7 5 7	AXBZ	TYLI	11	11.T.C 11.Y.V 11.L.C 11.I.V	2.0 1.5 1.75 0.8	0	1841	reṇú:1841
2841	157	reṇú	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	1843	reṇú:1843
2842	157	reṇú	pasa	pasa	Sinhalese	p a s a	1 7 3 7	AXBZ	PASA	17	17.P.C 17.A.V 17.S.C 17.A.V	2.0 1.5 1.75 0.8	0	1850	reṇú:1850
2843	157	reṇú	hirafus	hirafus	Dhivehi	h i r a f u s	3 7 5 7 3 7 3	AXBYBYN	HIRABYS	4	4.H.C 4.I.V 4.R.C 4.A.V 4.B.C 4.Y.V 4.S.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	1840	reṇú:1840
2844	157	reṇú	praxo	praxo	Romani	p r a x o	1 5 7 3 7	ACXBZ	PRAGU	14	14.P.C 14.R.C 14.A.V 14.G.C 14.U.V	2.0 1.5 1.5 1.75 0.8	0	1850	reṇú:1850
#
1081	60	rájju	rájju	ɾɐddʑu	Sanskrit	ɾ ɐ dd ʑ u	5 7 1 3 7	AXBCZ	RETSY	15	15.R.C 15.E.V 15.T.C 15.S.C 15.Y.V	2.0 1.5 1.75 1.5 0.8	0	1855	rájju:1855
1082	60	rájju	rajju	ɾɑddʑu	Pali	ɾ ɑ dd ʑ u	5 7 1 3 7	AXBCZ	RATSY	12	12.R.C 12.A.V 12.T.C 12.S.C 12.Y.V	2.0 1.5 1.75 1.5 0.8	0	1855	rájju:1855
1083	60	rájju	rassī	ɾəssiː	Hindi	ɾ ə ss iː	5 7 3 7	AXBZ	RESI	6	6.R.C 6.E.V 6.S.C 6.I.V	2.0 1.5 1.75 0.8	0	1854	rájju:1854
1084	60	rájju	rassī	ɾəsːiː	Urdu	ɾ ə sː iː	5 7 3 7	AXBZ	RESI	18	18.R.C 18.E.V 18.S.C 18.I.V	2.0 1.5 1.75 0.8	0	1854	rájju:1854
1085	60	rájju	ḍorī,	ɖoːɾiː	Nepali	ɖ oː ɾ iː	1 7 5 7	AXBZ	TURI	10	10.T.C 10.U.V 10.R.C 10.I.V	2.0 1.5 1.75 0.8	0	1853	rájju:1853
1086	60	rájju	rassī	ɾəssiː	Bhojpuri	ɾ ə ss iː	5 7 3 7	AXBZ	RESI	3	3.R.C 3.E.V 3.S.C 3.I.V	2.0 1.5 1.75 0.8	0	1854	rájju:1854
1087	60	rájju	rassī	ɾəsiː	Punjabi	ɾ ə s iː	5 7 3 7	AXBZ	RESI	13	13.R.C 13.E.V 13.S.C 13.I.V	2.0 1.5 1.75 0.8	0	1854	rájju:1854
1088	60	rájju	raso	ɾəso	Sindhi	ɾ ə s o	5 7 3 7	AXBZ	RESU	16	16.R.C 16.E.V 16.S.C 16.U.V	2.0 1.5 1.75 0.8	0	1854	rájju:1854
1089	60	rájju	dorḍũ	ɖoɾɖu:	Gujarati	ɖ o ɾ ɖ u:	1 7 5 1 7	AXMBZ	TURTY	5	5.T.C 5.U.V 5.R.c 5.T.C 5.Y.V	2.0 1.5 1.1 1.75 0.8	0	1853	rájju:1853
1090	60	rájju	dorī,	ɖoɾi:	Marathi	ɖ o ɾ i:	1 7 5 7	AXBZ	TURI	9	9.T.C 9.U.V 9.R.C 9.I.V	2.0 1.5 1.75 0.8	0	1853	rájju:1853
1091	60	rájju	dorī	ɖoɾi:	Konkani	ɖ o ɾ i:	1 7 5 7	AXBZ	TURI	8	8.T.C 8.U.V 8.R.C 8.I.V	2.0 1.5 1.75 0.8	0	1853	rájju:1853
1092	60	rájju	rosi	ɹɔsi	Assamese	ɹ ɔ s i	5 7 3 7	AXBZ	RUSI	1	1.R.C 1.U.V 1.S.C 1.I.V	2.0 1.5 1.75 0.8	0	1852	rájju:1852
1093	60	rájju	dôṛi	ɖôɾi	Bengali	ɖ ô ɾ i	1 7 5 7	AXBZ	TURI	2	2.T.C 2.U.V 2.R.C 2.I.V	2.0 1.5 1.75 0.8	0	1853	rájju:1853
1094	60	rájju	rôsi,	ôɾsi	Oriya	ô ɾ s i	7 5 3 7	XMBZ	URSI	11	11.U.V 11.R.c 11.S.C 11.I.V	1.5 1.1 1.75 0.8	0	1852	rájju:1852
1095	60	rájju	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	1858	rájju:1858
1096	60	rájju	kaᵐbaya	kɑᵐbaya:	Sinhalese	k ɑᵐ b aya:	1 7 1 7	AXBZ	KAPA	17	17.K.C 17.A.V 17.P.C 17.A.V	2.0 1.5 1.75 0.8	0	1868	rájju:1868
1097	60	rájju	rōnu	ɾo:nu	Dhivehi	ɾ o: n u	5 7 4 7	AXBZ	RUNY	4	4.R.C 4.U.V 4.N.C 4.Y.V	2.0 1.5 1.75 0.8	0	1855	rájju:1855
1098	60	rájju	śelo	śelo	Romani	ś e l o	3 7 5 7	AXBZ	SELU	14	14.S.C 14.E.V 14.L.C 14.U.V	2.0 1.5 1.75 0.8	0	1865	rájju:1865
#
3169	176	rā́tri,	rā́tri,	ɾɑːtɾiː	Sanskrit	ɾ ɑː t ɾ iː	5 7 1 5 7	AXBCZ	RATRI	15	15.R.C 15.A.V 15.T.C 15.R.C 15.I.V	2.0 1.5 1.75 1.5 0.8	0	1869	rā́tri,:1869
3170	176	rā́tri,	ratti	ˈrɑtːi	Pali	ˈr ɑ tː i	5 7 1 7	AXBZ	RATI	12	12.R.C 12.A.V 12.T.C 12.I.V	2.0 1.5 1.75 0.8	0	1880	rā́tri,:1880
3171	176	rā́tri,	rāt	ɾɑːt	Hindi	ɾ ɑː t	5 7 1	AXN	RAT	6	6.R.C 6.A.V 6.T.c	2.0 1.5 0.8	0	1869	rā́tri,:1869
3172	176	rā́tri,	rāt	ɾɑːt	Urdu	ɾ ɑː t	5 7 1	AXN	RAT	18	18.R.C 18.A.V 18.T.c	2.0 1.5 0.8	0	1869	rā́tri,:1869
3173	176	rā́tri,	rāt,	ɾɑːt	Nepali	ɾ ɑː t	5 7 1	AXN	RAT	10	10.R.C 10.A.V 10.T.c	2.0 1.5 0.8	0	1869	rā́tri,:1869
3174	176	rā́tri,	rāt	ɾɑːt	Bhojpuri	ɾ ɑː t	5 7 1	AXN	RAT	3	3.R.C 3.A.V 3.T.c	2.0 1.5 0.8	0	1869	rā́tri,:1869
3175	176	rā́tri,	rāt,	ɾaːt	Punjabi	ɾ aː t	5 7 1	AXN	RAT	13	13.R.C 13.A.V 13.T.c	2.0 1.5 0.8	0	1869	rā́tri,:1869
3176	176	rā́tri,	rāti	ɾɑːt	Sindhi	ɾ ɑː t	5 7 1	AXN	RAT	16	16.R.C 16.A.V 16.T.c	2.0 1.5 0.8	0	1869	rā́tri,:1869
3177	176	rā́tri,	rāt	räːt	Gujarati	r äː t	5 7 1	AXN	RAT	5	5.R.C 5.A.V 5.T.c	2.0 1.5 0.8	0	1869	rā́tri,:1869
3178	176	rā́tri,	rātra	None	Marathi	N o n e	0 7 4 7	AXBZ	0UNE	9	9.0.C 9.U.V 9.N.C 9.E.V	2.0 1.5 1.75 0.8	1	1870	rā́tri,:1870
3179	176	rā́tri,	rāt	ɾɑːt	Konkani	ɾ ɑː t	5 7 1	AXN	RAT	8	8.R.C 8.A.V 8.T.c	2.0 1.5 0.8	0	1869	rā́tri,:1869
3180	176	rā́tri,	rati	ɹati	Assamese	ɹ a t i	5 7 1 7	AXBZ	RATI	1	1.R.C 1.A.V 1.T.C 1.I.V	2.0 1.5 1.75 0.8	0	1869	rā́tri,:1869
3181	176	rā́tri,	ratri,	None	Bengali	N o n e	0 7 4 7	AXBZ	0UNE	2	2.0.C 2.U.V 2.N.C 2.E.V	2.0 1.5 1.75 0.8	0	1870	rā́tri,:1870
3182	176	rā́tri,	rati,	ɾati	Oriya	ɾ a t i	5 7 1 7	AXBZ	RATI	11	11.R.C 11.A.V 11.T.C 11.I.V	2.0 1.5 1.75 0.8	0	1869	rā́tri,:1869
3183	176	rā́tri,	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	1870	rā́tri,:1870
3184	176	rā́tri,	rǣ	None	Sinhalese	N o n e	0 7 4 7	AXBZ	0UNE	17	17.0.C 17.U.V 17.N.C 17.E.V	2.0 1.5 1.75 0.8	1	1870	rā́tri,:1870
3185	176	rā́tri,	rēgaⁿḍu	None	Dhivehi	N o n e	0 7 4 7	AXBZ	0UNE	4	4.0.C 4.U.V 4.N.C 4.E.V	2.0 1.5 1.75 0.8	1	1870	rā́tri,:1870
3186	176	rā́tri,	rat	ɹæt	Romani	ɹ æ t	5 7 1	AXN	RET	14	14.R.C 14.E.V 14.T.c	2.0 1.5 0.8	1	1869	rā́tri,:1869
#
3637	202	sahá	sahá	sɐɦɐ	Sanskrit	s ɐ ɦ ɐ	3 7 3 7	AXBZ	SEHE	15	15.S.C 15.E.V 15.H.C 15.E.V	2.0 1.5 1.75 0.8	0	1895	sahá:1895
3638	202	sahá	saha	ˈsɑhɑ	Pali	ˈs ɑ h ɑ	3 7 3 7	AXBZ	SAHA	12	12.S.C 12.A.V 12.H.C 12.A.V	2.0 1.5 1.75 0.8	0	1892	sahá:1892
3639	202	sahá	ke	keːsɑːtʰ	Hindi	k eː s ɑː tʰ	1 7 3 7 1	AXBYN	KESAT	6	6.K.C 6.E.V 6.S.C 6.A.V 6.T.c	2.0 1.5 1.75 1.3 0.8	0	1886	sahá:1886
3640	202	sahá	ke	None	Urdu	N o n e	0 7 4 7	AXBZ	0UNE	18	18.0.C 18.U.V 18.N.C 18.E.V	2.0 1.5 1.75 0.8	1	1883	sahá:1883
3641	202	sahá	saṅga	sʌŋɡʌ	Nepali	s ʌ ŋ ɡ ʌ	3 7 4 1 7	AXMBZ	SENKE	10	10.S.C 10.E.V 10.N.c 10.K.C 10.E.V	2.0 1.5 1.1 1.75 0.8	0	1890	sahá:1890
3642	202	sahá	ke	ke	Bhojpuri	k e	1 7	AX	KE	3	3.K.C 3.E.V	2.0 1.5	0	1883	sahá:1883
3643	202	sahá	nāl	naːlɪ	Punjabi	n aː l ɪ	4 7 5 7	AXBZ	NALI	13	13.N.C 13.A.V 13.L.C 13.I.V	2.0 1.5 1.75 0.8	0	1888	sahá:1888
3644	202	sahá	sā̃,	sā̃:	Sindhi	s ā̃:	3 7	AX	SA	16	16.S.C 16.A.V	2.0 1.5	0	1895	sahá:1895
3645	202	sahá	sāthe	sɑːtʰe	Gujarati	s ɑː tʰ e	3 7 1 7	AXBZ	SATE	5	5.S.C 5.A.V 5.T.C 5.E.V	2.0 1.5 1.75 0.8	0	1885	sahá:1885
3646	202	sahá	barobar,	bəɾobəɾ	Marathi	b ə ɾ o b ə ɾ	1 7 5 7 1 7 5	AXBYBYN	PERUPER	9	9.P.C 9.E.V 9.R.C 9.U.V 9.P.C 9.E.V 9.R.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	1	1889	sahá:1889
3647	202	sahá	lāgī̃	laːgī̃	Konkani	l aː g ī̃	5 7 1 7	AXBZ	LAKI	8	8.L.C 8.A.V 8.K.C 8.I.V	2.0 1.5 1.75 0.8	0	1888	sahá:1888
3648	202	sahá	(-r)	xoɪtɛ	Assamese	x oɪ t ɛ	3 7 1 7	AXBZ	GUTE	1	1.G.C 1.U.V 1.T.C 1.E.V	2.0 1.5 1.75 0.8	0	1881	sahá:1881
3649	202	sahá	-rô	xoɪtɛɔ	Bengali	x oɪ t ɛɔ	3 7 1 7	AXBZ	GUTE	2	2.G.C 2.U.V 2.T.C 2.E.V	2.0 1.5 1.75 0.8	0	1881	sahá:1881
3650	202	sahá	saṅge	sɑːṅge	Oriya	s ɑː ṅ g e	3 7 0 1 7	AXBCZ	SA0KE	11	11.S.C 11.A.V 11.0.C 11.K.C 11.E.V	2.0 1.5 1.75 1.5 0.8	0	1885	sahá:1885
3651	202	sahá	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	1883	sahá:1883
3652	202	sahá	samaga	səməgə	Sinhalese	s ə m ə g ə	3 7 4 7 1 7	AXBYBZ	SEMEKE	17	17.S.C 17.E.V 17.M.C 17.E.V 17.K.C 17.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1889	sahá:1889
3653	202	sahá	ekuga	ekuga	Dhivehi	e k u g a	7 1 7 1 7	XBYBZ	EKYKA	4	4.E.V 4.K.C 4.Y.V 4.K.C 4.A.V	1.5 1.75 1.3 1.75 0.8	0	1884	sahá:1884
3654	202	sahá	-ça	ɕə	Romani	ɕ ə	3 7	AX	SE	14	14.S.C 14.E.V	2.0 1.5	0	1894	sahá:1894
#
2755	153	samudrá	samudrá	səmʊdɾᵊ	Sanskrit	s ə m ʊ d ɾᵊ	3 7 4 7 1 5	AXBYBC	SEMYTR	15	15.S.C 15.E.V 15.M.C 15.Y.V 15.T.C 15.R.C	2.0 1.5 1.75 1.3 1.75 1.5	0	1898	samudrá:1898
2756	153	samudrá	samudda	None	Pali	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	1902	samudrá:1902
2757	153	samudrá	samandar	səmˈənˈdər	Hindi	s ə m ˈə n ˈd ə r	3 7 4 7 4 1 7 5	AXBYMBYN	SEMENTER	6	6.S.C 6.E.V 6.M.C 6.E.V 6.N.c 6.T.C 6.E.V 6.R.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	0	1898	samudrá:1898
2758	153	samudrá	samundar	səmˈənˈdər	Urdu	s ə m ˈə n ˈd ə r	3 7 4 7 4 1 7 5	AXBYMBYN	SEMENTER	18	18.S.C 18.E.V 18.M.C 18.E.V 18.N.c 18.T.C 18.E.V 18.R.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	0	1898	samudrá:1898
2759	153	samudrá	samundra	səmʊdɾᵊ	Nepali	s ə m ʊ d ɾᵊ	3 7 4 7 1 5	AXBYBC	SEMYTR	10	10.S.C 10.E.V 10.M.C 10.Y.V 10.T.C 10.R.C	2.0 1.5 1.75 1.3 1.75 1.5	0	1898	samudrá:1898
2760	153	samudrá	samundar	səmˈənˈdər	Bhojpuri	s ə m ˈə n ˈd ə r	3 7 4 7 4 1 7 5	AXBYMBYN	SEMENTER	3	3.S.C 3.E.V 3.M.C 3.E.V 3.N.c 3.T.C 3.E.V 3.R.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	0	1898	samudrá:1898
2761	153	samudrá	samundar	səmˈənˈdər	Punjabi	s ə m ˈə n ˈd ə r	3 7 4 7 4 1 7 5	AXBYMBYN	SEMENTER	13	13.S.C 13.E.V 13.M.C 13.E.V 13.N.c 13.T.C 13.E.V 13.R.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	0	1898	samudrá:1898
2762	153	samudrá	samundu	səmˈənˈdu	Sindhi	s ə m ˈə n ˈd u	3 7 4 7 4 1 7	AXBYMBZ	SEMENTY	16	16.S.C 16.E.V 16.M.C 16.E.V 16.N.c 16.T.C 16.Y.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	0	1898	samudrá:1898
2763	153	samudrá	dariyo	darijo	Gujarati	d a r i j o	1 7 5 7 6 7	AXBYBZ	TARIJU	5	5.T.C 5.A.V 5.R.C 5.I.V 5.J.C 5.U.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1900	samudrá:1900
2764	153	samudrá	samudra	səmʊdɾᵊ	Marathi	s ə m ʊ d ɾᵊ	3 7 4 7 1 5	AXBYBC	SEMYTR	9	9.S.C 9.E.V 9.M.C 9.Y.V 9.T.C 9.R.C	2.0 1.5 1.75 1.3 1.75 1.5	0	1898	samudrá:1898
2765	153	samudrá	daryā,	dəɾja	Konkani	d ə ɾ j a	1 7 5 6 7	AXBCZ	TERJA	8	8.T.C 8.E.V 8.R.C 8.J.C 8.A.V	2.0 1.5 1.75 1.5 0.8	0	1900	samudrá:1900
2766	153	samudrá	xagor	xaɡɔɹ	Assamese	x a ɡ ɔ ɹ	3 7 1 7 5	AXBYN	GAKUR	1	1.G.C 1.A.V 1.K.C 1.U.V 1.R.c	2.0 1.5 1.75 1.3 0.8	0	1896	samudrá:1896
2767	153	samudrá	śômudr	ʃɔmudɾo	Bengali	ʃ ɔ m u d ɾ o	3 7 4 7 1 5 7	AXBYBCZ	SUMYTRU	2	2.S.C 2.U.V 2.M.C 2.Y.V 2.T.C 2.R.C 2.U.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	0	1897	samudrá:1897
