# Wordlist

# DATA
ID	COGNACY	CONCEPT	COUNTERPART	IPA	DOCULECT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	INFOMAPID	INFERRED_CLASS
866	48	sarpá	sappa,	sappa	Pali	s a pp a	3 7 1 7	AXBZ	SAPA	12	12.S.C 12.A.V 12.P.C 12.A.V	2.0 1.5 1.75 0.8	0	348	sarpá:348
867	48	sarpá	sā̃p	sɑːp	Hindi	s ɑː p	3 7 1	AXN	SAP	6	6.S.C 6.A.V 6.P.c	2.0 1.5 0.8	0	348	sarpá:348
868	48	sarpá	sānp	sɑːp	Urdu	s ɑː p	3 7 1	AXN	SAP	18	18.S.C 18.A.V 18.P.c	2.0 1.5 0.8	0	348	sarpá:348
869	48	sarpá	sarpa,	səɾp	Nepali	s ə ɾ p	3 7 5 1	AXLN	SERP	10	10.S.C 10.E.V 10.R.c 10.P.c	2.0 1.5 1.1 0.8	0	348	sarpá:348
870	48	sarpá	saraph,	səɾəph	Bhojpuri	s ə ɾ ə p h	3 7 5 7 1 3	AXBYBC	SEREPH	3	3.S.C 3.E.V 3.R.C 3.E.V 3.P.C 3.H.C	2.0 1.5 1.75 1.3 1.75 1.5	0	348	sarpá:348
871	48	sarpá	sappa	sappa	Punjabi	s a pp a	3 7 1 7	AXBZ	SAPA	13	13.S.C 13.A.V 13.P.C 13.A.V	2.0 1.5 1.75 0.8	0	348	sarpá:348
872	48	sarpá	nāṅgu	ɛnāṅgu	Sindhi	ɛ n ā ṅ g u	7 4 7 0 1 7	XBYBCZ	ENA0KY	16	16.E.V 16.N.C 16.A.V 16.0.C 16.K.C 16.Y.V	1.5 1.75 1.3 1.75 1.5 0.8	0	349	sarpá:349
873	48	sarpá	sāp	säp	Gujarati	s ä p	3 7 1	AXN	SAP	5	5.S.C 5.A.V 5.P.c	2.0 1.5 0.8	0	348	sarpá:348
874	48	sarpá	sāp	säp	Marathi	s ä p	3 7 1	AXN	SAP	9	9.S.C 9.A.V 9.P.c	2.0 1.5 0.8	0	348	sarpá:348
875	48	sarpá	sorop,	sorop	Konkani	s o r o p	3 7 5 7 1	AXBYN	SURUP	8	8.S.C 8.U.V 8.R.C 8.U.V 8.P.c	2.0 1.5 1.75 1.3 0.8	0	348	sarpá:348
876	48	sarpá	xap	xap	Assamese	x a p	3 7 1	AXN	GAP	1	1.G.C 1.A.V 1.P.c	2.0 1.5 0.8	0	348	sarpá:348
877	48	sarpá	śap	xap	Bengali	x a p	3 7 1	AXN	GAP	2	2.G.C 2.A.V 2.P.c	2.0 1.5 0.8	0	348	sarpá:348
878	48	sarpá	sapô	sapɔ	Oriya	s a p ɔ	3 7 1 7	AXBZ	SAPU	11	11.S.C 11.A.V 11.P.C 11.U.V	2.0 1.5 1.75 0.8	0	348	sarpá:348
879	48	sarpá	saruph	sarupʰ	Kashmiri	s a r u pʰ	3 7 5 7 1	AXBYN	SARYP	7	7.S.C 7.A.V 7.R.C 7.Y.V 7.P.c	2.0 1.5 1.75 1.3 0.8	0	348	sarpá:348
880	48	sarpá	ukuṇā	ukuṇɑː	Sinhalese	u k u ṇ ɑː	7 1 7 4 7	XBYBZ	YKYNA	17	17.Y.V 17.K.C 17.Y.V 17.N.C 17.A.V	1.5 1.75 1.3 1.75 0.8	1	349	sarpá:349
881	48	sarpá	nan̊nugati,	næn̊nugati	Dhivehi	n æ n̊ n u g a t i	4 7 4 4 7 1 7 1 7	AXMBYBYBZ	NENNYKATI	4	4.N.C 4.E.V 4.N.c 4.N.C 4.Y.V 4.K.C 4.A.V 4.T.C 4.I.V	2.0 1.5 1.1 1.75 1.3 1.75 1.3 1.75 0.8	0	349	sarpá:349
882	48	sarpá	sap	sæp	Romani	s æ p	3 7 1	AXN	SEP	14	14.S.C 14.E.V 14.P.c	2.0 1.5 0.8	0	348	sarpá:348
#
3583	199	savyá	savyá	sɐʋjɐ	Sanskrit	s ɐ ʋ j ɐ	3 7 6 6 7	AXMBZ	SEWJE	15	15.S.C 15.E.V 15.W.c 15.J.C 15.E.V	2.0 1.5 1.1 1.75 0.8	0	352	savyá:352
3584	199	savyá	vāma	ʋɑːmɑ	Pali	ʋ ɑː m ɑ	6 7 4 7	AXBZ	WAMA	12	12.W.C 12.A.V 12.M.C 12.A.V	2.0 1.5 1.75 0.8	0	350	savyá:350
3585	199	savyá	bāyā̃	bɑːjɑː	Hindi	b ɑː j ɑː	1 7 6 7	AXBZ	PAJA	6	6.P.C 6.A.V 6.J.C 6.A.V	2.0 1.5 1.75 0.8	0	350	savyá:350
3586	199	savyá	bāyā̃	bɑːjɑː	Urdu	b ɑː j ɑː	1 7 6 7	AXBZ	PAJA	18	18.P.C 18.A.V 18.J.C 18.A.V	2.0 1.5 1.75 0.8	0	350	savyá:350
3587	199	savyá	bāhine,	bɑːhine	Nepali	b ɑː h i n e	1 7 3 7 4 7	AXBYBZ	PAHINE	10	10.P.C 10.A.V 10.H.C 10.I.V 10.N.C 10.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	350	savyá:350
3588	199	savyá	bāyā̃	bɑːjɑː	Bhojpuri	b ɑː j ɑː	1 7 6 7	AXBZ	PAJA	3	3.P.C 3.A.V 3.J.C 3.A.V	2.0 1.5 1.75 0.8	0	350	savyá:350
3589	199	savyá	khabbā	kʱɑb:a:	Punjabi	kʱ ɑ b: a:	1 7 1 7	AXBZ	KAPA	13	13.K.C 13.A.V 13.P.C 13.A.V	2.0 1.5 1.75 0.8	0	350	savyá:350
3590	199	savyá	khaɓo	kʱɑbo	Sindhi	kʱ ɑ b o	1 7 1 7	AXBZ	KAPU	16	16.K.C 16.A.V 16.P.C 16.U.V	2.0 1.5 1.75 0.8	0	350	savyá:350
3591	199	savyá	ḍābũ	None	Gujarati	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	351	savyá:351
3592	199	savyá	ḍāve	None	Marathi	N o n e	0 7 4 7	AXBZ	0UNE	9	9.0.C 9.U.V 9.N.C 9.E.V	2.0 1.5 1.75 0.8	1	351	savyá:351
3593	199	savyá	dāvo	None	Konkani	N o n e	0 7 4 7	AXBZ	0UNE	8	8.0.C 8.U.V 8.N.C 8.E.V	2.0 1.5 1.75 0.8	1	351	savyá:351
3594	199	savyá	baü̃	baʊ	Assamese	b aʊ	1 7	AX	PA	1	1.P.C 1.A.V	2.0 1.5	0	350	savyá:350
3595	199	savyá	bã	None	Bengali	N o n e	0 7 4 7	AXBZ	0UNE	2	2.0.C 2.U.V 2.N.C 2.E.V	2.0 1.5 1.75 0.8	1	351	savyá:351
3596	199	savyá	bam̐,	None	Oriya	N o n e	0 7 4 7	AXBZ	0UNE	11	11.0.C 11.U.V 11.N.C 11.E.V	2.0 1.5 1.75 0.8	1	351	savyá:351
3597	199	savyá	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	351	savyá:351
3598	199	savyá	wama	None	Sinhalese	N o n e	0 7 4 7	AXBZ	0UNE	17	17.0.C 17.U.V 17.N.C 17.E.V	2.0 1.5 1.75 0.8	1	351	savyá:351
3599	199	savyá	vāatu	None	Dhivehi	N o n e	0 7 4 7	AXBZ	0UNE	4	4.0.C 4.U.V 4.N.C 4.E.V	2.0 1.5 1.75 0.8	1	351	savyá:351
3600	199	savyá	stungo	None	Romani	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	350	savyá:350
#
1783	99	smáyate,	smáyate,	smɐjɐtɐj	Sanskrit	s m ɐ j ɐ t ɐ j	3 4 7 6 7 1 7 6	ACXBYBYN	SMEJETEJ	15	15.S.C 15.M.C 15.E.V 15.J.C 15.E.V 15.T.C 15.E.V 15.J.c	2.0 1.5 1.5 1.75 1.3 1.75 1.3 0.8	0	353	smáyate,:353
1784	99	smáyate,	hasati	hasati	Pali	h a s a t i	3 7 3 7 1 7	AXBYBZ	HASATI	12	12.H.C 12.A.V 12.S.C 12.A.V 12.T.C 12.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	353	smáyate,:353
1785	99	smáyate,	hãsnā	ɦəsnɑː	Hindi	ɦ ə s n ɑː	3 7 3 4 7	AXBCZ	HESNA	6	6.H.C 6.E.V 6.S.C 6.N.C 6.A.V	2.0 1.5 1.75 1.5 0.8	0	353	smáyate,:353
1786	99	smáyate,	hãsnā	ɦəsnɑː	Urdu	ɦ ə s n ɑː	3 7 3 4 7	AXBCZ	HESNA	18	18.H.C 18.E.V 18.S.C 18.N.C 18.A.V	2.0 1.5 1.75 1.5 0.8	0	353	smáyate,:353
1787	99	smáyate,	hā̃snu	ɦäsnu	Nepali	ɦ ä s n u	3 7 3 4 7	AXBCZ	HASNY	10	10.H.C 10.A.V 10.S.C 10.N.C 10.Y.V	2.0 1.5 1.75 1.5 0.8	0	353	smáyate,:353
1788	99	smáyate,	hãse	ɦəsɛ	Bhojpuri	ɦ ə s ɛ	3 7 3 7	AXBZ	HESE	3	3.H.C 3.E.V 3.S.C 3.E.V	2.0 1.5 1.75 0.8	0	353	smáyate,:353
1789	99	smáyate,	hassaṇā	ɦəsnɑːṇɑː	Punjabi	ɦ ə s n ɑː ṇ ɑː	3 7 3 4 7 4 7	AXBCYBZ	HESNANA	13	13.H.C 13.E.V 13.S.C 13.N.C 13.A.V 13.N.C 13.A.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	0	353	smáyate,:353
1790	99	smáyate,	khilaṇu	khilaṇu	Sindhi	k h i l a ṇ u	1 3 7 5 7 4 7	ACXBYBZ	KHILANY	16	16.K.C 16.H.C 16.I.V 16.L.C 16.A.V 16.N.C 16.Y.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	0	353	smáyate,:353
1791	99	smáyate,	hasvũ	ˈɦəsʋũ	Gujarati	ˈɦ ə s ʋ ũ	3 7 3 6 7	AXBCZ	HESWY	5	5.H.C 5.E.V 5.S.C 5.W.C 5.Y.V	2.0 1.5 1.75 1.5 0.8	0	353	smáyate,:353
1792	99	smáyate,	hasṇe	ˈɦəsṇɛ	Marathi	ˈɦ ə s ṇ ɛ	3 7 3 4 7	AXBCZ	HESNE	9	9.H.C 9.E.V 9.S.C 9.N.C 9.E.V	2.0 1.5 1.75 1.5 0.8	0	353	smáyate,:353
1793	99	smáyate,	hāsce	ɦəstʃɛ	Konkani	ɦ ə s t ʃ ɛ	3 7 3 1 3 7	AXMBCZ	HESTSE	8	8.H.C 8.E.V 8.S.c 8.T.C 8.S.C 8.E.V	2.0 1.5 1.1 1.75 1.5 0.8	0	353	smáyate,:353
1794	99	smáyate,	hãh	ɦãɦ	Assamese	ɦ ã ɦ	3 7 3	AXN	HAH	1	1.H.C 1.A.V 1.H.c	2.0 1.5 0.8	0	353	smáyate,:353
1795	99	smáyate,	haśa	ˈɦɑʃɑ	Bengali	ˈɦ ɑ ʃ ɑ	3 7 3 7	AXBZ	HASA	2	2.H.C 2.A.V 2.S.C 2.A.V	2.0 1.5 1.75 0.8	0	353	smáyate,:353
1796	99	smáyate,	hôsiba	hɔsiba	Oriya	h ɔ s i b a	3 7 3 7 1 7	AXBYBZ	HUSIPA	11	11.H.C 11.U.V 11.S.C 11.I.V 11.P.C 11.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	353	smáyate,:353
1797	99	smáyate,	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	353	smáyate,:353
1798	99	smáyate,	hināwenawā	hināwenawā	Sinhalese	h i n ā w e n a w ā	3 7 4 7 6 7 4 7 6 7	AXBYBYBYBZ	HINAWENAWA	17	17.H.C 17.I.V 17.N.C 17.A.V 17.W.C 17.E.V 17.N.C 17.A.V 17.W.C 17.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	353	smáyate,:353
1799	99	smáyate,	hunun̊	hunun	Dhivehi	h u n u n	3 7 4 7 4	AXBYN	HYNYN	4	4.H.C 4.Y.V 4.N.C 4.Y.V 4.N.c	2.0 1.5 1.75 1.3 0.8	0	353	smáyate,:353
1800	99	smáyate,	asal	ˈasˠəlˠ	Romani	ˈa sˠ ə lˠ	7 3 7 5	XBYN	ASEL	14	14.A.V 14.S.C 14.E.V 14.L.c	1.5 1.75 1.3 0.8	0	353	smáyate,:353
#
631	35	strī́	strī́	stɾiː	Sanskrit	s t ɾ iː	3 1 5 7	ACCZ	STRI	15	15.S.C 15.T.C 15.R.C 15.I.V	2.0 1.5 1.5 0.8	0	356	strī́:356
632	35	strī́	itthī	itthī	Pali	i tt h ī	7 1 3 7	XBCZ	ITHI	12	12.I.V 12.T.C 12.H.C 12.I.V	1.5 1.75 1.5 0.8	0	356	strī́:356
633	35	strī́	aurat,	ɔːɾət	Hindi	ɔː ɾ ə t	7 5 7 1	XBYN	URET	6	6.U.V 6.R.C 6.E.V 6.T.c	1.5 1.75 1.3 0.8	0	355	strī́:355
634	35	strī́	'aurat	ɔːɾət	Urdu	ɔː ɾ ə t	7 5 7 1	XBYN	URET	18	18.U.V 18.R.C 18.E.V 18.T.c	1.5 1.75 1.3 0.8	0	355	strī́:355
635	35	strī́	āimāī,	äimäi	Nepali	ä i m ä i	7 7 4 7 7	XYBYZ	AIMAI	10	10.A.V 10.I.V 10.M.C 10.A.V 10.I.V	1.5 1.3 1.75 1.3 0.8	0	354	strī́:354
636	35	strī́	mehrārū,	None	Bhojpuri	N o n e	0 7 4 7	AXBZ	0UNE	3	3.0.C 3.U.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	0	355	strī́:355
637	35	strī́	aurat	ɔːɾət	Punjabi	ɔː ɾ ə t	7 5 7 1	XBYN	URET	13	13.U.V 13.R.C 13.E.V 13.T.c	1.5 1.75 1.3 0.8	0	355	strī́:355
638	35	strī́	'aurat,	ɔːɾət	Sindhi	ɔː ɾ ə t	7 5 7 1	XBYN	URET	16	16.U.V 16.R.C 16.E.V 16.T.c	1.5 1.75 1.3 0.8	0	355	strī́:355
639	35	strī́	strī	stɾiː	Gujarati	s t ɾ iː	3 1 5 7	ACCZ	STRI	5	5.S.C 5.T.C 5.R.C 5.I.V	2.0 1.5 1.5 0.8	0	357	strī́:357
640	35	strī́	bāī	bɑːiː	Marathi	b ɑːiː	1 7	AX	PA	9	9.P.C 9.A.V	2.0 1.5	0	358	strī́:358
641	35	strī́	bāil	None	Konkani	N o n e	0 7 4 7	AXBZ	0UNE	8	8.0.C 8.U.V 8.N.C 8.E.V	2.0 1.5 1.75 0.8	1	357	strī́:357
642	35	strī́	maiki	maɪkimanuʱ	Assamese	m aɪ k i m a n uʱ	4 7 1 7 4 7 4 7	AXBYBYBZ	MAKIMANY	1	1.M.C 1.A.V 1.K.C 1.I.V 1.M.C 1.A.V 1.N.C 1.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	354	strī́:354
643	35	strī́	môhila	mɔɦila	Bengali	m ɔ ɦ i l a	4 7 3 7 5 7	AXBYBZ	MUHILA	2	2.M.C 2.U.V 2.H.C 2.I.V 2.L.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	354	strī́:354
644	35	strī́	nari,	naɾi	Oriya	n a ɾ i	4 7 5 7	AXBZ	NARI	11	11.N.C 11.A.V 11.R.C 11.I.V	2.0 1.5 1.75 0.8	0	355	strī́:355
645	35	strī́	zanān	zanaːn	Kashmiri	z a n aː n	3 7 4 7 4	AXBYN	SANAN	7	7.S.C 7.A.V 7.N.C 7.A.V 7.N.c	2.0 1.5 1.75 1.3 0.8	0	357	strī́:357
646	35	strī́	gǣni	ʤiǣni	Sinhalese	ʤ i ǣ n i	2 7 0 4 7	AXBCZ	CI0NI	17	17.C.C 17.I.V 17.0.C 17.N.C 17.I.V	2.0 1.5 1.75 1.5 0.8	0	359	strī́:359
647	35	strī́	an̊hen̊	æn̊hɛn̊	Dhivehi	æ n̊ h ɛ n̊	7 4 3 7 4	XMBYN	ENHEN	4	4.E.V 4.N.c 4.H.C 4.E.V 4.N.c	1.5 1.1 1.75 1.3 0.8	0	356	strī́:356
648	35	strī́	ʒuvli	dʒuvʎi	Romani	d ʒ u v ʎ i	1 3 7 3 5 7	ACXBCZ	TSYBLI	14	14.T.C 14.S.C 14.Y.V 14.B.C 14.L.C 14.I.V	2.0 1.5 1.5 1.75 1.5 0.8	0	356	strī́:356
#
1585	88	stána	stána	stɐnɐ	Sanskrit	s t ɐ n ɐ	3 1 7 4 7	ACYBZ	STENE	15	15.S.C 15.T.C 15.E.V 15.N.C 15.E.V	2.0 1.5 1.3 1.75 0.8	0	361	stána:361
1586	88	stána	thana	ˈtɑːnə	Pali	ˈt ɑː n ə	1 7 4 7	AXBZ	TANE	12	12.T.C 12.A.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	0	361	stána:361
1587	88	stána	chātī	tʃʰɑːtiː	Hindi	t ʃʰ ɑː t iː	1 3 7 1 7	ACXBZ	TSATI	6	6.T.C 6.S.C 6.A.V 6.T.C 6.I.V	2.0 1.5 1.5 1.75 0.8	0	361	stána:361
1588	88	stána	sīnā	siːna	Urdu	s iː n a	3 7 4 7	AXBZ	SINA	18	18.S.C 18.I.V 18.N.C 18.A.V	2.0 1.5 1.75 0.8	0	361	stána:361
1589	88	stána	chātī,	tʃʰɑːtiː	Nepali	t ʃʰ ɑː t iː	1 3 7 1 7	ACXBZ	TSATI	10	10.T.C 10.S.C 10.A.V 10.T.C 10.I.V	2.0 1.5 1.5 1.75 0.8	0	361	stána:361
1590	88	stána	chātī,	tʃʰɑːtiː	Bhojpuri	t ʃʰ ɑː t iː	1 3 7 1 7	ACXBZ	TSATI	3	3.T.C 3.S.C 3.A.V 3.T.C 3.I.V	2.0 1.5 1.5 1.75 0.8	0	361	stána:361
1591	88	stána	chātī	tʃʰɑːtiː	Punjabi	t ʃʰ ɑː t iː	1 3 7 1 7	ACXBZ	TSATI	13	13.T.C 13.S.C 13.A.V 13.T.C 13.I.V	2.0 1.5 1.5 1.75 0.8	0	361	stána:361
1592	88	stána	chātī	tʃʰɑːtiː	Sindhi	t ʃʰ ɑː t iː	1 3 7 1 7	ACXBZ	TSATI	16	16.T.C 16.S.C 16.A.V 16.T.C 16.I.V	2.0 1.5 1.5 1.75 0.8	0	361	stána:361
1593	88	stána	chātī	tʃʰɑːtiː	Gujarati	t ʃʰ ɑː t iː	1 3 7 1 7	ACXBZ	TSATI	5	5.T.C 5.S.C 5.A.V 5.T.C 5.I.V	2.0 1.5 1.5 1.75 0.8	0	361	stána:361
1594	88	stána	chātī,	tʃʰɑːtiː	Marathi	t ʃʰ ɑː t iː	1 3 7 1 7	ACXBZ	TSATI	9	9.T.C 9.S.C 9.A.V 9.T.C 9.I.V	2.0 1.5 1.5 1.75 0.8	0	361	stána:361
1595	88	stána	chātī,	tʃʰɑːtiː	Konkani	t ʃʰ ɑː t iː	1 3 7 1 7	ACXBZ	TSATI	8	8.T.C 8.S.C 8.A.V 8.T.C 8.I.V	2.0 1.5 1.5 1.75 0.8	0	361	stána:361
1596	88	stána	buku	buku	Assamese	b u k u	1 7 1 7	AXBZ	PYKY	1	1.P.C 1.Y.V 1.K.C 1.Y.V	2.0 1.5 1.75 0.8	0	360	stána:360
1597	88	stána	buk	buk	Bengali	b u k	1 7 1	AXN	PYK	2	2.P.C 2.Y.V 2.K.c	2.0 1.5 0.8	0	360	stána:360
1598	88	stána	stônô,	stɔnɔ	Oriya	s t ɔ n ɔ	3 1 7 4 7	ACYBZ	STUNU	11	11.S.C 11.T.C 11.U.V 11.N.C 11.U.V	2.0 1.5 1.3 1.75 0.8	0	361	stána:361
1599	88	stána	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	361	stána:361
1600	88	stána	tanē,	tane:	Sinhalese	t a n e:	1 7 4 7	AXBZ	TANE	17	17.T.C 17.A.V 17.N.C 17.E.V	2.0 1.5 1.75 0.8	0	361	stána:361
1601	88	stána	kisfā	kisfā	Dhivehi	k i s f ā	1 7 3 3 7	AXMBZ	KISBA	4	4.K.C 4.I.V 4.S.c 4.B.C 4.A.V	2.0 1.5 1.1 1.75 0.8	0	362	stána:362
1602	88	stána	ćući	ćjućaɪ	Romani	ć j u ć aɪ	0 6 7 0 7	ACXBZ	0JY0A	14	14.0.C 14.J.C 14.Y.V 14.0.C 14.A.V	2.0 1.5 1.5 1.75 0.8	0	363	stána:363
#
1909	106	svápiti	svápiti	sʋɐpiti	Sanskrit	s ʋ ɐ p i t i	3 6 7 1 7 1 7	ACXBYBZ	SWEPITI	15	15.S.C 15.W.C 15.E.V 15.P.C 15.I.V 15.T.C 15.I.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	0	364	svápiti:364
1910	106	svápiti	supati	supati	Pali	s u p a t i	3 7 1 7 1 7	AXBYBZ	SYPATI	12	12.S.C 12.Y.V 12.P.C 12.A.V 12.T.C 12.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	364	svápiti:364
1911	106	svápiti	sonā	soːnɑː	Hindi	s oː n ɑː	3 7 4 7	AXBZ	SUNA	6	6.S.C 6.U.V 6.N.C 6.A.V	2.0 1.5 1.75 0.8	0	364	svápiti:364
1912	106	svápiti	sonā	suːnɑː	Urdu	s uː n ɑː	3 7 4 7	AXBZ	SYNA	18	18.S.C 18.Y.V 18.N.C 18.A.V	2.0 1.5 1.75 0.8	0	364	svápiti:364
1913	106	svápiti	sutnu	sutnu	Nepali	s u t n u	3 7 1 4 7	AXBCZ	SYTNY	10	10.S.C 10.Y.V 10.T.C 10.N.C 10.Y.V	2.0 1.5 1.75 1.5 0.8	0	364	svápiti:364
1914	106	svápiti	sute	sute	Bhojpuri	s u t e	3 7 1 7	AXBZ	SYTE	3	3.S.C 3.Y.V 3.T.C 3.E.V	2.0 1.5 1.75 0.8	0	364	svápiti:364
1915	106	svápiti	sauṇā	sauṇɑː	Punjabi	s au ṇ ɑː	3 7 4 7	AXBZ	SANA	13	13.S.C 13.A.V 13.N.C 13.A.V	2.0 1.5 1.75 0.8	0	364	svápiti:364
1916	106	svápiti	sumhaṇu	sumʱaṇu:	Sindhi	s u mʱ a ṇ u:	3 7 4 7 4 7	AXBYBZ	SYMANY	16	16.S.C 16.Y.V 16.M.C 16.A.V 16.N.C 16.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0	364	svápiti:364
1917	106	svápiti	ū̃ghavũ	ū̃gʱavũ	Gujarati	ū̃ gʱ a v ũ	7 1 7 3 7	XBYBZ	YKABY	5	5.Y.V 5.K.C 5.A.V 5.B.C 5.Y.V	1.5 1.75 1.3 1.75 0.8	0	364	svápiti:364
1918	106	svápiti	j̈hopṇe,	dzʱopɳe	Marathi	d zʱ o p ɳ e	1 3 7 1 4 7	ACXBCZ	TSUPNE	9	9.T.C 9.S.C 9.U.V 9.P.C 9.N.C 9.E.V	2.0 1.5 1.5 1.75 1.5 0.8	0	364	svápiti:364
1919	106	svápiti	nhiduñce	nhiduñce	Konkani	n h i d u ñ c e	4 3 7 1 7 4 1 7	ACYBYMBZ	NHITYNCE	8	8.N.C 8.H.C 8.I.V 8.T.C 8.Y.V 8.N.c 8.C.C 8.E.V	2.0 1.5 1.3 1.75 1.3 1.1 1.75 0.8	0	364	svápiti:364
1920	106	svápiti	xu	zu	Assamese	z u	3 7	AX	SY	1	1.S.C 1.Y.V	2.0 1.5	0	364	svápiti:364
1921	106	svápiti	ghumano	ˈɡʱumaˌno	Bengali	ˈɡʱ u m a ˌn o	1 7 4 7 4 7	AXBYBZ	KYMANU	2	2.K.C 2.Y.V 2.M.C 2.A.V 2.N.C 2.U.V	2.0 1.5 1.75 1.3 1.75 0.8	0	364	svápiti:364
1922	106	svápiti	śoiba	soiba:	Oriya	s oi b a:	3 7 1 7	AXBZ	SUPA	11	11.S.C 11.U.V 11.P.C 11.A.V	2.0 1.5 1.75 0.8	0	364	svápiti:364
1923	106	svápiti	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	364	svápiti:364
1924	106	svápiti	nidā	nidɑː	Sinhalese	n i d ɑː	4 7 1 7	AXBZ	NITA	17	17.N.C 17.I.V 17.T.C 17.A.V	2.0 1.5 1.75 0.8	0	364	svápiti:364
1925	106	svápiti	nidun̊	nidun̊	Dhivehi	n i d u n̊	4 7 1 7 4	AXBYN	NITYN	4	4.N.C 4.I.V 4.T.C 4.Y.V 4.N.c	2.0 1.5 1.75 1.3 0.8	0	364	svápiti:364
1926	106	svápiti	sovel	ˈsoːvɛl	Romani	ˈs oː v ɛ l	3 7 3 7 5	AXBYN	SUBEL	14	14.S.C 14.U.V 14.B.C 14.E.V 14.L.c	2.0 1.5 1.75 1.3 0.8	0	364	svápiti:364
#
37	2	sá	sá	sə	Sanskrit	s ə	3 7	AX	SE	15	15.S.C 15.E.V	2.0 1.5	0	365	sá:365
38	2	sá	so,	səʊ	Pali	s əʊ	3 7	AX	SE	12	12.S.C 12.E.V	2.0 1.5	0	365	sá:365
39	2	sá	yah*,	jəɦ	Hindi	j ə ɦ	6 7 3	AXN	JEH	6	6.J.C 6.E.V 6.H.c	2.0 1.5 0.8	0	365	sá:365
40	2	sá	yeh*,	jeː	Urdu	j eː	6 7	AX	JE	18	18.J.C 18.E.V	2.0 1.5	0	365	sá:365
41	2	sá	ū,	uː	Nepali	uː	7	X	Y	10	10.Y.V	1.5	0	365	sá:365
42	2	sá	uh	ʌ	Bhojpuri	ʌ	7	X	E	3	3.E.V	1.5	0	365	sá:365
43	2	sá	iha*,	eː1	Punjabi	eː 1	7 0	XN	E0	13	13.E.V 13.0.c	1.5 0.8	0	367	sá:367
44	2	sá	hī*,	hija	Sindhi	h i j a	3 7 6 7	AXBZ	HIJA	16	16.H.C 16.I.V 16.J.C 16.A.V	2.0 1.5 1.75 0.8	0	365	sá:365
45	2	sá	te	te	Gujarati	t e	1 7	AX	TE	5	5.T.C 5.E.V	2.0 1.5	0	365	sá:365
46	2	sá	hā*,	eɪʧā	Marathi	eɪ ʧ ā	7 2 7	XBZ	ECA	9	9.E.V 9.C.C 9.A.V	1.5 1.75 0.8	0	365	sá:365
47	2	sá	vho,	vho	Konkani	v h o	3 3 7	ACZ	BHU	8	8.B.C 8.H.C 8.U.V	2.0 1.5 0.8	0	365	sá:365
48	2	sá	xi,	xi	Assamese	x i	3 7	AX	GI	1	1.G.C 1.I.V	2.0 1.5	0	365	sá:365
49	2	sá	śe	ˈʃe	Bengali	ˈʃ e	3 7	AX	SE	2	2.S.C 2.E.V	2.0 1.5	0	365	sá:365
50	2	sá	se	se	Oriya	s e	3 7	AX	SE	11	11.S.C 11.E.V	2.0 1.5	0	365	sá:365
51	2	sá	huh*,	hʌ	Kashmiri	h ʌ	3 7	AX	HE	7	7.H.C 7.E.V	2.0 1.5	0	365	sá:365
52	2	sá	eyā*,	eyā	Sinhalese	ey ā	7 7	XZ	EA	17	17.E.V 17.A.V	1.5 0.8	0	365	sá:365
53	2	sá	ēnā‎*,	eːnəː	Dhivehi	eː n əː	7 4 7	XBZ	ENE	4	4.E.V 4.N.C 4.E.V	1.5 1.75 0.8	0	366	sá:366
54	2	sá	ov*,	ov	Romani	o v	7 3	XN	UB	14	14.U.V 14.B.c	1.5 0.8	0	365	sá:365
#
