#
COGNACY	CONCEPT	COUNTERPART	IPA	DOCULECT
185	pāpá,	kuśillẽ	None	Konkani
185	pāpá,	bea	bɛa	Assamese
185	pāpá,	kharap	kʰaɾap	Bengali
185	pāpá,	khôrapô	None	Oriya
185	pāpá,	None	None	Kashmiri
185	pāpá,	naraka	None	Sinhalese
185	pāpá,	nubai,	None	Dhivehi
185	pāpá,	nasul	None	Romani
186	pū́ti	pū́ti	puːtiː	Sanskrit
186	pū́ti	pūtika	None	Pali
186	pū́ti	saṛā	səɽɑː	Hindi
186	pū́ti	bosīdāh,	None	Urdu
186	pū́ti	kuieko	None	Nepali
186	pū́ti	saṛal	None	Bhojpuri
186	pū́ti	saṛiā	None	Punjabi
186	pū́ti	ɠaryal	None	Sindhi
186	pū́ti	saḍelũ	None	Gujarati
186	pū́ti	kuj̈ke	None	Marathi
186	pū́ti	kuśil	None	Konkani
186	pū́ti	gela	ɡɛla	Assamese
186	pū́ti	pôca	pɔsa	Bengali
186	pū́ti	pôca,	None	Oriya
186	pū́ti	None	None	Kashmiri
186	pū́ti	pūti	None	Sinhalese
186	pū́ti	fī	None	Dhivehi
186	pū́ti	kerno	ˈkerno	Romani
187	malina,	malina,	məlɪn	Sanskrit
187	malina,	malina	maˈliːna	Pali
187	malina,	gandā	ɡəndɑː	Hindi
187	malina,	gandā	ɡəndɑː	Urdu
187	malina,	mailo	mʌilo	Nepali
187	malina,	gandā	ɡəndɑː	Bhojpuri
187	malina,	gandā	ɡəndaː	Punjabi
187	malina,	mero	None	Sindhi
187	malina,	gandu	None	Gujarati
187	malina,	ghāṇ	None	Marathi
187	malina,	mheḷẽ	None	Konkani
187	malina,	letera	lɛtɛɹa	Assamese
187	malina,	môẏla	None	Bengali
187	malina,	ôsôna,	None	Oriya
187	malina,	None	None	Kashmiri
187	malina,	apirisidu	None	Sinhalese
187	malina,	haḍivefaivā	None	Dhivehi
187	malina,	melalo	None	Romani
188	ṛjú,	ṛjú,	rdʑú	Sanskrit
188	ṛjú,	ujju	None	Pali
188	ṛjú,	sīdhā	siːdʱɑː	Hindi
188	ṛjú,	sīdhā	None	Urdu
188	ṛjú,	sīdhā	siːdʱɑː	Nepali
188	ṛjú,	sīdhā	siːdʱɑː	Bhojpuri
188	ṛjú,	siddhā	None	Punjabi
188	ṛjú,	sidho	None	Sindhi
188	ṛjú,	sīdhũ	None	Gujarati
188	ṛjú,	saraḷ	None	Marathi
188	ṛjú,	saraḷ	None	Konkani
188	ṛjú,	pün	pʊn	Assamese
188	ṛjú,	śoja	None	Bengali
188	ṛjú,	sidha	None	Oriya
188	ṛjú,	None	None	Kashmiri
188	ṛjú,	keḷin	None	Sinhalese
188	ṛjú,	sīdā	None	Dhivehi
188	ṛjú,	vorta	None	Romani
189	vṛttá,	vṛttá,	ʋɾɪtt	Sanskrit
189	vṛttá,	guḷa	None	Pali
189	vṛttá,	gol	ɡoːl	Hindi
189	vṛttá,	gol	ɡoːl	Urdu
189	vṛttá,	golo	ɡolo	Nepali
189	vṛttá,	gol	ɡoːl	Bhojpuri
189	vṛttá,	gol	None	Punjabi
189	vṛttá,	golu	ɡoːl	Sindhi
189	vṛttá,	goḷ	None	Gujarati
189	vṛttá,	gol	ɡoːl	Marathi
189	vṛttá,	golākār	None	Konkani
189	vṛttá,	gül	ɡʊl	Assamese
189	vṛttá,	gol	ɡʊl	Bengali
189	vṛttá,	golô	None	Oriya
189	vṛttá,	None	None	Kashmiri
189	vṛttá,	waṭaya	None	Sinhalese
189	vṛttá,	vaṣ̊	None	Dhivehi
189	vṛttá,	oblo	ˈoblo	Romani
190	tīkṣṇá	tīkṣṇá	tiːkʂɳɐ	Sanskrit
190	tīkṣṇá	tikkha	None	Pali
190	tīkṣṇá	tīkhā	tiːkʰɑː	Hindi
190	tīkṣṇá	tīkhā	None	Urdu
190	tīkṣṇá	tikho	tikʰo	Nepali
190	tīkṣṇá	teज़	None	Bhojpuri
190	tīkṣṇá	tez	None	Punjabi
190	tīkṣṇá	tikho,	None	Sindhi
190	tīkṣṇá	dhārdār	None	Gujarati
190	tīkṣṇá	tīkṣṇa	tiːkʂɳɐ	Marathi
190	tīkṣṇá	tikhaṭ	None	Konkani
190	tīkṣṇá	süka	None	Assamese
190	tīkṣṇá	cokkha	None	Bengali
190	tīkṣṇá	tikṣṇô	None	Oriya
190	tīkṣṇá	None	None	Kashmiri
190	tīkṣṇá	tiyuṇu	None	Sinhalese
190	tīkṣṇá	tūnu	None	Dhivehi
190	tīkṣṇá	kucime	None	Romani
191	kuṇṭha	kuṇṭha	None	Sanskrit
191	kuṇṭha	kuṇtha	None	Pali
191	kuṇṭha	kund	kʊnd	Hindi
191	kuṇṭha	kund	None	Urdu
191	kuṇṭha	bodho	bodo	Nepali
191	kuṇṭha	bhothar	None	Bhojpuri
191	kuṇṭha	khuṇḍhā	None	Punjabi
191	kuṇṭha	muᶑo	None	Sindhi
191	kuṇṭha	buṭhṭhũ	None	Gujarati
191	kuṇṭha	bothaṭ	None	Marathi
191	kuṇṭha	None	None	Konkani
191	kuṇṭha	bhüta	None	Assamese
191	kuṇṭha	bhõta	None	Bengali
191	kuṇṭha	ônthôṛa	None	Oriya
191	kuṇṭha	None	None	Kashmiri
191	kuṇṭha	moṭa	None	Sinhalese
191	kuṇṭha	koṣi	None	Dhivehi
191	kuṇṭha	bikucime	None	Romani
192	ślakṣṇá,	ślakṣṇá,	ɕlɐkʂɳɐ	Sanskrit
192	ślakṣṇá,	saṇha	None	Pali
192	ślakṣṇá,	ciknā	tʃɪknɑː	Hindi
192	ślakṣṇá,	hamvār,	None	Urdu
192	ślakṣṇá,	samma,	sʌmːʌ	Nepali
192	ślakṣṇá,	cikan	None	Bhojpuri
192	ślakṣṇá,	kūḷā,	None	Punjabi
192	ślakṣṇá,	laso	None	Sindhi
192	ślakṣṇá,	līsũ	None	Gujarati
192	ślakṣṇá,	guḷguḷīt	None	Marathi
192	ślakṣṇá,	lāghvī	None	Konkani
192	ślakṣṇá,	mihi,	None	Assamese
192	ślakṣṇá,	môśrin	None	Bengali
192	ślakṣṇá,	cikkôṇô	None	Oriya
192	ślakṣṇá,	None	None	Kashmiri
192	ślakṣṇá,	siniⁿdu	None	Sinhalese
192	ślakṣṇá,	omān̊	None	Dhivehi
192	ślakṣṇá,	samtalo	None	Romani
193	ārdrá,	ārdrá,	ɑːɾdɾᵊ	Sanskrit
193	ārdrá,	adda	ʌdˈdʌ	Pali
193	ārdrá,	gīlā	ɡiːlɑː	Hindi
193	ārdrá,	gīlā	ɡiːlɑː	Urdu
193	ārdrá,	gīlo,	ɡilo	Nepali
193	ārdrá,	bhīñjal	None	Bhojpuri
193	ārdrá,	bhijja	None	Punjabi
193	ārdrá,	ālo	None	Sindhi
193	ārdrá,	bhīnũ	None	Gujarati
193	ārdrá,	ole	None	Marathi
193	ārdrá,	olẽ	None	Konkani
193	ārdrá,	tita,	tita	Assamese
193	ārdrá,	bheja	None	Bengali
193	ārdrá,	oda,	None	Oriya
193	ārdrá,	None	None	Kashmiri
193	ārdrá,	tet	None	Sinhalese
193	ārdrá,	tet̊	None	Dhivehi
193	ārdrá,	kindyilo	None	Romani
194	śúṣka	śúṣka	ʃʊʂk	Sanskrit
194	śúṣka	sukkha	None	Pali
194	śúṣka	sūkhā	suːkʰɑː	Hindi
194	śúṣka	xuśk	xuʃk	Urdu
194	śúṣka	sukkhā	sukkʰä	Nepali
194	śúṣka	sūkhal	None	Bhojpuri
194	śúṣka	sukkā	None	Punjabi
194	śúṣka	sukal	None	Sindhi
194	śúṣka	sukũ,	None	Gujarati
194	śúṣka	korḍe,	None	Marathi
194	śúṣka	sukẽ	None	Konkani
194	śúṣka	xukan	xukan	Assamese
194	śúṣka	śukna	None	Bengali
194	śúṣka	śukhila	None	Oriya
194	śúṣka	None	None	Kashmiri
194	śúṣka	wiyaḷi	None	Sinhalese
194	śúṣka	dahan̊’gu	None	Dhivehi
194	śúṣka	shuko	None	Romani
195	śuddhá,	śuddhá,	ʃʊddʱ	Sanskrit
195	śuddhá,	utu	ˈutu	Pali
195	śuddhá,	sahī	səɦiː	Hindi
195	śuddhá,	ṭhīk,	None	Urdu
195	śuddhá,	sahī,	səɦiː	Nepali
195	śuddhá,	sahī	səɦiː	Bhojpuri
195	śuddhá,	sahī	səi	Punjabi
195	śuddhá,	sahi	sˤaħiːħ	Sindhi
195	śuddhá,	sācũ	None	Gujarati
195	śuddhá,	barobar	bəɾobəɾ	Marathi
195	śuddhá,	sat	None	Konkani
195	śuddhá,	xuddho	None	Assamese
195	śuddhá,	ṭhik	None	Bengali
195	śuddhá,	ṭhikô	ʈʰikɔ	Oriya
195	śuddhá,	None	None	Kashmiri
195	śuddhá,	niwæradi	None	Sinhalese
195	śuddhá,	raⁿgaḷu	None	Dhivehi
195	śuddhá,	uchito	None	Romani
196	neda*,	neda*,	None	Sanskrit
196	neda*,	antika	ˈantɪka	Pali
196	neda*,	pās	pɑːs	Hindi
196	neda*,	pās,	None	Urdu
196	neda*,	najik	nʌdzik	Nepali
196	neda*,	niyare	None	Bhojpuri
196	neda*,	koḷ,	koːɭɪ	Punjabi
196	neda*,	vejho	None	Sindhi
196	neda*,	najīk,	None	Gujarati
196	neda*,	j̈avaḷ	None	Marathi
196	neda*,	samīp	səmiːp	Konkani
196	neda*,	üsor,	ʊsɔɹ	Assamese
196	neda*,	kache	katʃʰe	Bengali
196	neda*,	nikôṭô,	None	Oriya
196	neda*,	None	None	Kashmiri
196	neda*,	asala	None	Sinhalese
196	neda*,	kairi	None	Dhivehi
196	neda*,	pashe	None	Romani
197	dūrá	dūrá	duːɾ	Sanskrit
197	dūrá	dūra	None	Pali
197	dūrá	dūr	duːɾ	Hindi
197	dūrá	dūr	uːr	Urdu
197	dūrá	ṭāḍhā	ʈäɽä	Nepali
197	dūrá	dūr	duːɾ	Bhojpuri
197	dūrá	dūr	None	Punjabi
197	dūrá	pare	None	Sindhi
197	dūrá	dūr	None	Gujarati
197	dūrá	dūr,	duːɾ	Marathi
197	dūrá	payśillẽ	None	Konkani
197	dūrá	dur	None	Assamese
197	dūrá	dur	None	Bengali
197	dūrá	durô	duɾɔ	Oriya
197	dūrá	None	None	Kashmiri
197	dūrá	dura	None	Sinhalese
197	dūrá	duru	None	Dhivehi
197	dūrá	dur	ˈdu	Romani
198	dákṣiṇa	dákṣiṇa	dəkʂɪɳ	Sanskrit
198	dákṣiṇa	dakhiṇa	None	Pali
198	dákṣiṇa	dāyā̃,	dɑːjɑː	Hindi
198	dákṣiṇa	dāyā̃,	dɑːjɑː	Urdu
198	dákṣiṇa	dāhine,	dɑːɦɪneː	Nepali
198	dákṣiṇa	dāyā̃	dɑːjɑː	Bhojpuri
198	dákṣiṇa	sajjā	None	Punjabi
198	dákṣiṇa	saʄo	None	Sindhi
198	dákṣiṇa	jamṇũ	None	Gujarati
198	dákṣiṇa	uj̈ve	udzʋe	Marathi
198	dákṣiṇa	ujvo	None	Konkani
198	dákṣiṇa	xü̃	xʊ	Assamese
198	dákṣiṇa	ḍan	None	Bengali
198	dákṣiṇa	ḍahaṇô	None	Oriya
198	dákṣiṇa	None	None	Kashmiri
198	dákṣiṇa	dakuṇu	None	Sinhalese
198	dákṣiṇa	kanāi	None	Dhivehi
198	dákṣiṇa	chacho	None	Romani
199	savyá	savyá	sɐʋjɐ	Sanskrit
199	savyá	vāma	ʋɑːmɑ	Pali
199	savyá	bāyā̃	bɑːjɑː	Hindi
199	savyá	bāyā̃	bɑːjɑː	Urdu
199	savyá	bāhine,	bɑːhine	Nepali
199	savyá	bāyā̃	bɑːjɑː	Bhojpuri
199	savyá	khabbā	kʱɑb:a:	Punjabi
199	savyá	khaɓo	kʱɑbo	Sindhi
199	savyá	ḍābũ	None	Gujarati
199	savyá	ḍāve	None	Marathi
199	savyá	dāvo	None	Konkani
199	savyá	baü̃	baʊ	Assamese
199	savyá	bã	None	Bengali
199	savyá	bam̐,	None	Oriya
199	savyá	None	None	Kashmiri
199	savyá	wama	None	Sinhalese
199	savyá	vāatu	None	Dhivehi
199	savyá	stungo	None	Romani
200	None	None	None	Sanskrit
200	None	None	None	Pali
200	None	pe,	peː	Hindi
200	None	pe,	piː	Urdu
200	None	mā	mä	Nepali
200	None	par	pəɾ	Bhojpuri
200	None	utte,	utte	Punjabi
200	None	te	te	Sindhi
200	None	e	e	Gujarati
200	None	None	None	Marathi
200	None	cer	cer	Konkani
200	None	-t	ɔt	Assamese
200	None	-e	ɛ	Bengali
200	None	re	re	Oriya
200	None	None	None	Kashmiri
200	None	None	None	Sinhalese
200	None	gai-*	gai	Dhivehi
200	None	kaj	kɑːdʒ	Romani
201	None	None	None	Sanskrit
201	None	antara	anˈtara	Pali
201	None	mẽ,	mẽː	Hindi
201	None	mẽ,	mɛː	Urdu
201	None	mā,	mä	Nepali
201	None	mẽ	mẽː	Bhojpuri
201	None	vicca	ʋɪttʃɪ	Punjabi
201	None	mẽ	mɛː	Sindhi
201	None	andar	andar	Gujarati
201	None	madhye,	mədʱje	Marathi
201	None	bhitar	bhitar	Konkani
201	None	-t	ɔt	Assamese
201	None	-e	ɛ	Bengali
201	None	bhitôre	None	Oriya
201	None	None	None	Kashmiri
201	None	tuḷa	tuḷa	Sinhalese
201	None	źerey	źerey	Dhivehi
201	None	anθ-	ænθ	Romani
202	sahá	sahá	sɐɦɐ	Sanskrit
202	sahá	saha	ˈsɑhɑ	Pali
202	sahá	ke	keːsɑːtʰ	Hindi
202	sahá	ke	None	Urdu
202	sahá	saṅga	sʌŋɡʌ	Nepali
202	sahá	ke	ke	Bhojpuri
202	sahá	nāl	naːlɪ	Punjabi
202	sahá	sā̃,	sā̃:	Sindhi
202	sahá	sāthe	sɑːtʰe	Gujarati
202	sahá	barobar,	bəɾobəɾ	Marathi
202	sahá	lāgī̃	laːgī̃	Konkani
202	sahá	(-r)	xoɪtɛ	Assamese
202	sahá	-rô	xoɪtɛɔ	Bengali
202	sahá	saṅge	sɑːṅge	Oriya
202	sahá	None	None	Kashmiri
202	sahá	samaga	səməgə	Sinhalese
202	sahá	ekuga	ekuga	Dhivehi
202	sahá	-ça	ɕə	Romani
203	ca	ca	tɕə	Sanskrit
203	ca	ca	ka	Pali
203	ca	aur	ɔːɾ	Hindi
203	ca	aur	evr	Urdu
203	ca	ra	rə	Nepali
203	ca	aur	ɔːɾ	Bhojpuri
203	ca	ate,	ɔte	Punjabi
203	ca	a͠i	eɪ͠aɪ	Sindhi
203	ca	ane	ane	Gujarati
203	ca	āṇi	aɳi	Marathi
203	ca	ānī	aɳi	Konkani
203	ca	aru	aɹu	Assamese
203	ca	ar,	ar	Bengali
203	ca	au,	au	Oriya
203	ca	None	None	Kashmiri
203	ca	hā	hɑ:	Sinhalese
203	ca	āi,	əːi	Dhivehi
203	ca	thaj	θaj	Romani
204	yádi	yádi	jədiː	Sanskrit
204	yádi	yadi	jɑdiː	Pali
204	yádi	agar	əɡəɾ	Hindi
204	yádi	agar	ˈæɡʲæɾ	Urdu
204	yádi	yadi	jədiː	Nepali
204	yádi	agar	əɡəɾ	Bhojpuri
204	yádi	je	dʒeː	Punjabi
204	yádi	jekaᶑahin	None	Sindhi
204	yádi	jo	dʒoɾ	Gujarati
204	yádi	j̈ar	dʒəɾ	Marathi
204	yádi	jar	dʒəɾ	Konkani
204	yádi	zodi	ziodi:	Assamese
204	yádi	jôdi	dʒo:di:	Bengali
204	yádi	jôdi	dʒo:di:	Oriya
204	yádi	None	None	Kashmiri
204	yádi	nam,	nam	Sinhalese
204	yádi	nama	nama	Dhivehi
204	yádi	te	tiː	Romani
205	hí	hí	hi	Sanskrit
205	hí	yāvatā	jɑːʋɑtɑː	Pali
205	hí	kyoṅki	kjoːŋkiː	Hindi
205	hí	kyūṅki	kjoːŋkiː	Urdu
205	hí	kinabhane,	kinʌbʌne	Nepali
205	hí	kāheki	kɑːhɛki:	Bhojpuri
205	hí	kiuṅki	kiuŋki:	Punjabi
205	hí	chālāi,	tʃhɑːlɑːi:	Sindhi
205	hí	kāraṇke,	kɑːɾəɳke	Gujarati
205	hí	kāraṇ	kɑːɾəɳ	Marathi
205	hí	lāgūn	lɑːgoːn	Konkani
205	hí	karon	karon	Assamese
205	hí	karôn	karon	Bengali
205	hí	karôṇô,	karono	Oriya
205	hí	None	None	Kashmiri
205	hí	nisā	nizā	Sinhalese
205	hí	ehen̊ve	ehen̊vi	Dhivehi
205	hí	ke	ke	Romani
206	nā́man	nā́man	nɑːmɐn	Sanskrit
206	nā́man	nāma	nɑːma	Pali
206	nā́man	nām	nɑːm	Hindi
206	nā́man	nām	naːma	Urdu
206	nā́man	nām,	nɑːm	Nepali
206	nā́man	nāv	nɑːʋ	Bhojpuri
206	nā́man	nām,	nɑːm	Punjabi
206	nā́man	nālo	nalo	Sindhi
206	nā́man	nām	nɑːm	Gujarati
206	nā́man	nāv	nɑːʋ	Marathi
206	nā́man	nāuva	nɑːuʋɑ	Konkani
206	nā́man	nam	nam	Assamese
206	nā́man	nam	nam	Bengali
206	nā́man	namô	namɔ	Oriya
206	nā́man	None	None	Kashmiri
206	nā́man	nama	nama	Sinhalese
206	nā́man	nan̊	nən	Dhivehi
206	nā́man	anav	ɑnɑːʋ	Romani
